0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.3968428,-0.0,-0.5475846,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.808753,-0.0,0.0,-0.38452676,-0.93595546,-0.29147285,0.0
-0.0,-1.1299202,0.0,0.0,-0.0,-0.42323536,-0.0,0.0,-0.34501922,-0.0,-0.0,0.0,-0.55233276,-0.5359206,-0.0,0.0
-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.6306649,0.0,-0.362908,-0.67060107,-0.0,0.0,-0.50909674,-0.0,0.0,0.0
-0.54708135,1.2576199,0.0,-55.922928,-0.0,0.0,-0.0,-0.66668373,-0.0,-0.0,-0.0,-0.2555012,-0.0,-0.0,0.0,0.0
-0.0,-0.0,0.0,0.7147226,-0.0,0.0,-0.41312903,1.3927896,-0.0,-0.0,-0.0,0.0,0.0,-0.28876334,0.80406314,0.0
0.0,-0.0,0.31052828,0.6035246,-0.0,0.450493,-0.0,-0.7995173,-0.0,0.0,-0.47363445,-0.27054766,0.0,0.0,0.0,0.0
0.0,1.0699183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.40675902,-0.3935235,-0.0,-0.0,0.0,0.0
-0.35290456,-0.0,0.0,-0.0,0.0,0.0,0.0,-1.666052,-0.0,0.0,0.0,0.0,-0.39984313,-0.0,0.0,0.0
-0.0,-0.451601,0.0,2.0804548,-0.0,0.0,-0.0,2.0887554,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
-0.0,-0.77780455,-0.40911433,0.0,-0.0,-0.3492244,-0.7275702,0.0,-0.0,-0.0,-0.0,-0.20645747,-0.49423242,-0.45959875,0.0,0.0
-0.33091652,-0.0,-0.54728144,0.0,-0.0,-0.48030597,-0.374399,0.46034122,-0.36180362,-0.0,-0.0,0.0,-0.0,-0.59632415,-0.053335328,0.0
-0.4093445,0.0,-0.0,-20.459328,0.0,0.0,-0.5380426,-2.23841,-0.0,0.46341252,0.0,-0.0,-0.62733483,-0.32390714,0.0,0.0
-0.43108055,-0.0,-0.3467588,-1.1562368,-0.2739972,0.0,-0.44130653,0.1843584,-0.0,-0.5235842,-0.45085898,0.0,-0.5816324,-0.46047404,0.0,0.0
-0.463214,-0.7163349,0.0,-1.4097975,-0.0,0.0,-0.48170808,0.0,-0.5240245,-0.54169506,0.0,0.0,-0.6318316,-0.5357474,0.0,0.0
-0.0,0.0,-0.0,-14.07462,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3357838,0.0,0.0
-0.5352276,-0.0,-0.7306779,0.0,-0.0,0.0,-0.43266377,0.0,-0.0,-0.5486492,-0.0,-0.2777518,-0.5178558,-0.65990406,0.0,0.0
