0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.073627636,-0.3380191,-0.07822261,-0.22807424,0.08003739,-0.17254266,0.08437779,-0.15473382,-0.21531342,0.075816534,-0.09550207,-0.3577492,0.18860365,-0.25932673,-0.5600304,0.20384732,-0.3280496,-0.060059194,0.022958132,0.1821487,-0.047398806,-0.16435614,-0.34193394,-0.23744538,0.5718663,-0.029780168,-0.19308263,-0.1934765,-0.18592398,-0.030907663,0.08069067,-0.11389139,-0.136241,-0.51507413,-0.17385617,0.02418615,0.07679109,-0.16637355,0.051314022,0.009100905,-0.82434464,-0.18707626,-0.14455514,0.1899385,-0.6699978,-0.058342643,-0.07610053,-0.08205783,-0.085720286,-0.17692338,-0.064063765,-0.008279361,-0.08693294,-0.7039577,-0.057413235,-0.202988,-0.17721266,-0.21246126,-0.04810965,-0.17305695,0.047972374,-0.046010286,0.05906535,-0.16272812
0.10157377,0.08993817,-0.16642979,-0.02237917,-0.0477346,-0.17392989,0.0853417,0.104828276,0.13259941,0.19525234,0.11806919,-0.72481465,0.304917,-0.13168135,0.04263662,0.040523216,0.058957163,0.27834854,0.10043732,-0.08239035,-0.054814965,0.02083792,0.08419441,-0.058459856,-0.08014387,-0.041484557,-0.20348947,-0.1246573,0.105843976,0.1902212,0.17667772,0.051960874,-0.11917805,-0.06184531,0.16427429,-0.10783926,1.2366912,-0.061498392,-0.2260824,0.09686893,0.16636711,-0.19419023,-0.18271697,0.009781553,0.019709762,-0.012238923,-0.17047726,0.011273544,0.113043174,-0.19131976,-0.1602587,-0.120177425,-0.102691576,-0.38366473,0.07511626,-0.01520132,-0.09706265,-0.04327441,-0.02626217,-0.22037743,0.07112795,0.060714144,-0.10015918,0.18307634
0.014870528,0.11045619,0.4001385,0.02012758,-0.118146,-0.05261591,0.20832674,-0.19108114,-0.20331876,-0.07007851,0.11826752,-0.23274699,-0.1713824,0.33802414,-0.21067086,-0.07686663,-0.15346746,0.298652,-0.077152334,0.14542659,0.09028279,-0.0895786,-0.38035518,-0.14884903,0.11192091,0.08077565,-0.007959372,-0.25881836,-0.1694114,-0.17245468,0.2146343,-0.07518342,0.10377496,-0.13464819,0.16060485,0.24282189,0.25827056,-0.06712529,-0.12706989,-0.21773665,-0.08307583,0.4885904,0.013519767,-0.104880065,0.15831394,0.0078028077,0.11118352,-0.011749105,0.2560168,0.082694754,-0.23402122,-0.09548172,0.062216055,-0.4585777,0.1901534,-0.14142731,0.24973719,-0.0025592977,0.12651859,-0.05350961,0.043116264,0.0065946304,0.046259888,-0.08278737
-0.01273387,0.07279431,0.21318147,-0.13442664,0.35298917,-0.16169727,0.14609262,-0.16878372,-0.16486377,0.014669443,-0.017556744,-0.04054745,0.05249285,0.291996,-0.012874179,-0.10448245,-0.13753475,0.12560157,-0.20278102,0.1661911,-0.1824756,-0.18466616,-0.2842357,-0.25415328,-0.029270016,0.09557798,-0.1320561,0.014120459,-0.16944416,-0.17698137,-0.2486866,-0.10264754,-0.018091006,-0.09117096,0.25470662,-0.17078936,0.07780111,0.1109407,-0.19668916,-0.012633193,-0.14295557,0.44807255,0.08207846,-0.16860206,-0.12999862,-0.08025854,-0.022152126,-0.027312318,-0.09310031,0.33612198,-0.07134104,0.045044668,0.05478834,-0.53143543,-0.042545445,-0.08821158,0.4339655,0.18254523,-0.11743794,-0.07183306,0.08179325,0.14136626,-0.12200488,-0.18613686
-0.114432134,0.44725552,-0.088482335,-0.08036772,-0.18934302,-0.15949897,-0.067534395,-0.0031460524,-0.3119171,0.02622587,-0.20106556,-0.07653874,0.11038664,-0.29196882,-0.029767318,-0.1382197,-0.15896232,-0.25933665,0.04613159,-0.12696236,-0.25389758,0.17442118,-0.21632981,-0.024424143,-0.037833862,0.004088449,-0.13231397,-0.09261287,0.061584845,-0.11457581,-0.03799949,-0.20243664,0.105023466,-0.19597903,-0.226783,-0.029777741,0.04437274,0.08376618,-0.14028463,0.08670302,-0.20816118,-0.18984838,-0.088142365,0.114224985,0.15196317,-0.08271528,0.05143024,-0.2764319,0.17570809,-0.12774077,-0.077444576,0.097363636,0.06766408,-0.09416298,0.14391126,-0.13526331,-0.06259787,0.15593262,-0.032892942,-0.08185802,-0.35284463,0.05080728,0.058360152,0.10921753
-0.099619776,0.48076513,-0.33611465,0.08277157,0.13937107,0.018543646,0.031082423,0.02354298,0.005784584,-0.006450211,0.14214535,-0.09145651,0.06988956,-0.075809866,0.28124928,-1.0756032,-0.16818373,0.09947434,-0.12320044,-0.1155012,0.11891678,0.025803344,-0.31628883,-0.17556638,0.0133836735,-0.11045843,-0.18726607,1.5174336,-0.025804214,0.21397169,-0.20622173,0.07505393,0.0036933324,0.16754901,-0.20656234,-0.19701207,-0.1637046,0.17341043,0.036004297,-0.020120334,-0.23195112,0.009266036,-0.02067809,0.19032364,-0.25686038,-0.17541942,-0.0803788,0.08452048,-0.37839055,0.101739086,0.3163721,0.023709858,0.056693923,-1.3912778,0.004347873,0.14455064,-0.13890529,-0.05523015,-0.16617188,-0.11095427,-0.009930248,-0.079843454,0.039650083,-0.08127096
-0.27548185,0.10662291,0.08321758,0.030677022,0.074947886,0.06487555,-0.0077347164,0.18652384,-0.18623017,-0.2600441,-0.04166577,0.45944753,-0.18898994,0.17127801,0.1853024,-0.45168224,-0.39917895,-0.27776802,-0.075756684,0.11481128,0.09346177,0.13470796,-0.30171132,-0.16129711,0.28347918,0.047897894,-0.17305115,-0.059474397,-0.12278062,-0.06675373,-0.14872898,-0.1869197,-0.17015801,-0.4289038,-0.056445662,0.1066061,0.3105519,-0.12825863,-0.033338685,0.42312276,0.10313501,-0.2912385,0.119540446,-0.04346304,0.6493546,-0.30115965,-0.0081354575,-0.05994834,-0.0034568873,0.41646746,-0.14341995,-0.021085896,0.115442716,-0.24257001,0.043370835,-0.13388191,-0.043572914,-0.15377365,0.13696244,0.34233028,-0.29477885,-0.008539027,-0.11793228,-0.22101535
0.07324062,-0.16857626,0.031939063,-0.067792304,0.19595008,0.10796042,0.055677578,-0.09414428,-0.070168786,-0.1195075,0.07919606,0.08757427,-0.13018107,-0.2876553,-0.116211146,-0.08499068,0.00011846272,-0.1956098,-0.15772924,-0.11951273,0.08498067,0.076893784,0.003335236,0.14225473,0.16754057,-0.0954103,0.0823783,0.07226241,-0.020376194,0.061924417,-0.25101438,-0.0585749,0.060238298,-0.055409145,-0.13229333,0.15198849,0.05356138,-0.009160667,0.076977,0.12018153,0.14745818,0.16616781,0.048422243,-0.303191,-0.11968514,-0.027715378,-0.1273797,-0.13587491,-0.10553921,-0.09612103,-0.08210223,0.021028193,0.056296434,-0.033169158,0.06980863,-0.09925927,0.08819918,-0.032510035,-0.100731686,0.21966822,0.3000499,-0.06480866,0.11380798,-0.07599019
0.15401469,-0.2574711,0.16479948,-0.14303507,-0.18355033,-0.029567614,0.18695207,-0.08907729,-0.22309527,-0.19777675,0.08964221,-0.20762256,0.04988089,0.0044039055,-0.17473935,0.4524469,-0.25726676,-0.5343223,0.041758683,0.09415289,-0.077389695,-0.1611186,-0.3898541,0.026147334,0.21170989,-0.08153043,-0.1372563,-0.031000616,-0.094427615,-0.07519321,0.020187626,0.018579498,-0.23315436,-0.33511385,-0.08545803,-0.013820965,-0.0713244,-0.12545125,-0.1431124,-0.24551332,-0.3465939,0.07410127,-0.0414326,-0.0053945947,-0.13713837,0.035910547,-0.08919377,0.012270112,0.28993747,0.04038238,-0.13177627,-0.056321822,0.21575311,-1.7901217,0.07605308,-0.056539897,-0.14678316,-0.052892674,-0.044223838,-0.054306928,0.07883233,-0.20079279,-0.093262345,-0.19388199
-0.05966581,-0.11385263,-0.06993085,-0.27902594,-0.054195583,-0.15644142,-0.28401947,-0.14804867,-0.15194325,-0.022078335,-0.07342203,-0.059138734,0.26465604,-0.19751911,0.16000275,0.08290318,-0.058327515,-0.05077801,-0.10331939,-0.07543623,0.16110155,-0.040384505,0.07220607,0.10627444,-0.061736517,-0.17352906,0.12628722,0.114471115,-0.15041459,-0.04302985,0.115578905,-0.0046900418,0.20689137,0.10336167,0.14565778,-0.17306651,0.01007004,-0.120191604,0.10082092,-0.003168267,-0.042080764,-0.07373614,0.112670444,0.1537191,-0.10138507,0.12184457,-0.11475819,-0.040652137,-0.006976477,0.08346571,-0.14582258,-0.00028062318,-0.23510373,-0.09100166,-0.121269554,-0.14486824,-0.21061088,-0.102884136,0.0087178685,-0.010888836,-0.009438255,-0.0022675626,-0.08028374,0.2125702
0.06902782,0.30673143,0.34935144,-0.12532975,0.26432648,0.08349909,0.13345425,0.048528098,0.12149343,0.14329666,-0.1982997,-0.43773797,0.7523335,0.22066098,0.26633114,0.11938757,-0.05417863,-0.029362807,0.012880982,-0.13704993,-0.119986266,-0.024711177,-0.1068368,0.9406169,0.35748547,-0.072168835,-0.16768466,0.956151,-0.048490863,-0.4415633,0.40482783,0.09082592,0.08465564,0.42401874,-0.18800265,0.08547581,0.55683,-0.08065554,0.08706977,0.06941949,-0.8448185,0.12745473,-0.10075125,-0.118370675,0.2224978,-0.30382457,0.13732894,0.021593325,0.040822532,-0.035512015,0.30276465,-0.015313141,0.017617013,-1.680407,0.020664468,-0.17215449,0.19680779,0.2390385,-0.11164199,-0.16628131,-0.02174172,-0.13003577,0.074458934,-0.27980217
-0.13549876,-0.05672232,0.28790534,-0.07672355,0.016532313,0.06022957,0.21839981,-0.043774717,-0.097613186,0.07915522,0.12464567,-0.03882997,-0.22440195,0.19559082,-0.045141377,-0.16329278,-0.11211396,0.14273848,0.004213802,0.12746572,-0.06898369,0.04988756,-0.23984173,-0.05341039,0.2729032,-0.1626103,-0.15712506,0.05323229,-0.07706743,-0.0070242854,-0.038430974,0.059622128,-0.28132927,0.2964974,0.4389753,0.1312712,0.10219319,-0.18840939,-0.1852871,-0.044555712,-0.024149809,0.43664598,0.08569512,0.40048525,-0.055902157,0.07049141,0.041860808,-0.19368888,0.20076548,0.12014537,-0.011492409,0.038748685,0.1965292,-0.7337479,-0.2339756,-0.15405564,0.38788384,-0.18026222,-0.087907955,-0.041328955,-0.11391332,-0.0029962587,0.64487594,-0.031397663
0.06501886,0.3622222,0.040362984,0.048073564,0.01592803,0.09273206,-0.066331014,0.03675209,0.10839976,0.10926674,-0.049868286,0.28011203,-0.047616813,-0.20170014,0.036181968,-0.26425454,0.038047243,0.06611034,0.021284074,0.021783894,-0.17645529,-0.15358493,0.20434934,0.02921793,0.45914575,0.13650116,0.12329328,-0.1289516,0.13090427,0.21495616,0.095874555,0.012887406,0.046611156,0.1908382,-0.14021316,-0.0034168148,-0.13414007,0.09652889,-0.071217924,-0.1229964,-0.10214589,0.29176468,-0.019979754,0.08000526,0.2918081,0.062277,0.06323478,0.06487527,0.08720343,0.042065337,0.04104208,-0.17439505,0.10503406,0.2748821,0.040635142,0.04570256,0.094479695,-0.093925916,0.09825518,0.495101,-0.16925834,-0.10148649,0.051953092,-0.2122583
0.20994514,0.017264877,0.09329951,0.024130024,0.33963692,-0.071246736,-0.044078376,0.09138438,-0.19857939,0.011813308,-0.18379189,-0.13365828,-0.16997527,-0.27686197,0.16888534,-0.013186043,-0.20660993,0.2785576,-0.26704,-0.35853726,-0.38960245,-0.23607709,0.15670525,-0.08360728,-0.53623885,-0.009222134,0.02916124,-0.046419885,-0.19068785,0.11291028,-0.31133044,-0.06616412,-0.31476218,0.062973164,0.4155627,-0.24650903,0.27321145,-0.030972622,-0.025591869,0.076820485,0.07291069,-0.20177153,-0.04253317,-0.22381131,0.026380524,-0.145594,-0.12621793,-0.19171323,-0.5278653,0.0072720125,0.007431999,-0.010091519,-0.08039653,-0.51787233,0.20826837,0.024768135,-0.06375538,-0.21943548,-0.08443784,-0.53521675,-0.28345072,0.020056093,0.056822293,0.16416137
