0,1,2
0.0,-0.048311353,-0.0
0.0,0.9587899,-0.0
-2.011714,-0.22760326,0.0
0.0,0.0,-0.0
-0.0,-0.58222795,-1.8112049
0.0,-0.27340242,0.0
-0.0,0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,0.0
-1.0158005,-6.1888843,-0.0
0.0,0.0,0.24480413
-0.0,0.70925796,-0.104446985
-0.0,-5.038797,0.0
0.0,1.0794352,-0.0
0.031954963,0.0,0.0
0.0,-7.2800574,-0.0
-0.09444637,-0.0,-0.004895165
0.50860953,-0.0,0.03310795
-0.0,-0.2548817,-0.0
-0.40480715,0.31498617,-0.3663742
-0.0,0.04566215,0.062496185
-0.0,0.0,-0.2341747
0.0,0.0,-0.0
-0.0,-0.0,0.0
-0.094291136,-0.0,0.0
-0.0,-0.2361781,-0.0
-0.0,-0.0,-0.0
-0.0,-0.6166102,-0.0
-0.0,-0.33151665,0.0
-0.084236145,-5.024652,-0.0
-0.0,-0.0008052768,-0.0
-0.0,0.0,-0.0
-0.23550671,-0.37882695,-0.0
-0.42917484,-2.5204573,-0.0
0.5412682,0.0,-0.0
-0.0,0.31452793,0.0
-0.0,-0.0,0.0
-0.0,0.0,0.0
-0.0,0.27109817,-0.0
0.0,-0.12459379,-0.0
-0.30098563,-0.24864528,-0.33459795
0.0,0.3558139,-0.62642926
0.0,0.82637,-0.0
0.093231745,-4.8024974,-0.0
0.0,0.49422467,-0.7624993
0.0,-0.0,-0.0
-0.0,-0.0,0.0
-0.0,-0.0,-0.0
0.0,0.5972136,-0.09880937
-0.0,0.0,-0.021460231
-0.0,-1.2218734,-0.26415205
-0.0,-0.0,-0.0
-0.0,-0.25388876,-0.0
0.7540431,-2.0023997,-0.54598886
0.0,-0.0,-0.0
0.0,-0.27012426,-0.0
-0.0,2.3190682,-0.2554877
0.0,-0.0,-0.0
-0.0,0.0,0.0
-0.22643268,0.0,-0.22891101
-0.0,-0.0,0.0
0.0,-0.268201,0.0
0.0,0.0,-0.0
-0.0,0.0,-0.0
