0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.54281896,0.0,0.038618114,-0.0,-0.0,-1.03667,-0.0,-1.3851395,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-1.0072223
0.0,-0.0,0.0,-0.46762118,-0.0,-1.9266288,-0.0,-1.6328356,-0.0,0.0,0.0,-0.61484003,-0.9400925,-0.0,-0.58533126,-1.4170443
0.49704245,-0.0,-0.35051998,-0.0,0.28006604,-1.0671759,0.0,-1.2978517,0.0,0.0,-0.0,0.0,-0.6245942,0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,-0.0,-2.171898,-0.0,-1.6984706,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.67581636,-0.756738
-0.0,-0.47213456,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.6877197,-0.0
-0.0,-0.0,0.0,0.0,-0.0,-2.059007,-0.8386442,-1.7454503,-0.0,0.0,0.0,-0.0,-0.7715592,0.0,0.0,-0.6200576
-0.0,0.0,0.0,0.0,-0.0,-1.222471,-0.9068011,-1.1861105,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.9318573,-1.3942754
-0.0,0.0,0.30779248,-0.0,-0.0,-0.6025435,-1.2843463,-1.3607649,0.0,-0.0,0.0,-0.5889925,-0.48971426,-0.46136343,-1.0811032,-1.3431504
0.0,-0.0,0.06246104,0.0,-0.0,0.0,-0.6830953,-0.49302757,-0.0,-0.0,0.0,-0.78259283,-1.3186693,-0.0,-1.0841882,-0.8115401
-0.43807548,0.0,0.0,-0.0,-0.0,0.0,-0.9038058,-0.0,-0.0,-0.7019008,-0.0,-0.0,-0.7098611,-0.5251016,-0.67024815,0.0
