0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-0.19872361,-0.0,0.16184783,0.0,-0.0,-0.0,-0.0,-0.22539629,0.0,0.0,-0.0,0.0,0.0,0.0,-0.22532678,-0.0,-0.2396,-0.0,0.0,0.0,-0.0,0.30268332,-0.0,0.0,-0.47933882,0.32805112,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.19979571,-0.16558266,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.18185478,-0.0,0.1589967,0.20490624,0.0,0.17369092,0.0,-0.0,0.0,0.0,-0.17349406,-0.0,0.0,0.0,-0.30229732,0.0,0.0,-0.0,-0.20689468,0.0,0.0,-0.0,-0.23368067,-0.0,-0.499731,0.18439373,-0.1822667,0.0,-0.15029176,-0.18682005,-0.21062344,-0.0,-0.0,-0.1886803,-0.20525816,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.22647527,-0.17243217,-0.20163341,-0.23310718,0.0,0.0,-0.16329071,0.0,-0.0,0.0,0.2031561,-0.15190274,-0.26939875,-0.0,0.0,-0.24112242,-0.0,-0.0,0.0,-0.2083655,0.20814143,0.0,0.0,0.0,-0.18811353,0.0,0.0,0.0,-0.3534819,-0.20188034,-0.20558916,-0.0,-0.0,-0.0,-0.1979256,0.0,-0.0
0.0,-0.19484784,-0.1535282,0.0,-0.16421327,-0.0,-0.0,-0.20374592,0.0,-0.19392535,-0.0,0.0,-0.15942878,0.0,-0.0,-0.0,0.0,0.18576756,-0.0,0.0,0.18428189,-0.0,-0.17665383,-0.0,0.0,0.0,0.0,0.17211217,-0.0,0.18919307,0.0,0.0,0.1671057,-0.0,0.19609785,-0.0,0.0,-0.15601955,-0.0,-0.0,0.16986391,0.0,-0.1516096,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.16759732,0.18941572,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.1921383,-0.0,0.0,-0.1737923,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.17306414,0.16159514,-0.0,0.0,0.0,-0.0,0.0,0.0,0.16982141,-0.18326801,0.19347966,-0.1856726,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.15218624,-0.18862474,-0.0,-0.0,-0.0,0.0,-0.0,0.16552159,0.0,-0.18305612,0.0,0.0,-0.19378904,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.15057285,0.20024472,-0.0,-0.0,-0.0,0.0,-0.20237447,0.0,0.18306327,-0.0,-0.1805938,0.15730953
0.0,-0.0,-0.1583927,-0.66464365,-0.0,-0.0,-0.3856726,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.21831365,-0.2348834,-0.0,0.0,-0.2059664,0.0,-0.0,0.0,0.0,-0.0,-0.3795921,-0.4905665,-0.0,-0.9481198,-4.8647523,-2.011752,-0.0883859,-1.0540296,0.0,0.0,-0.19504975,0.0,-0.61540407,-0.0,-0.0,-0.16051227,-0.0,-1.8129519,-0.06706068,-0.0,-0.0,-2.2192657,-0.16570655,-0.62016875,-1.0358584,-0.0,-0.4842016,-0.0,-0.0,-0.14621325,-0.0,-0.0,-0.063438684,-0.0,0.0,-0.0,-0.31190398,-0.18811257,-0.0,-0.0,-0.0,-0.21908127,-0.0,0.0,-0.5158455,-0.3331835,0.0,-1.8535929,0.0,-0.0,-0.0,-0.18045583,-0.0,-0.22093064,-0.350649,-0.19592805,-0.0,-1.3852144,-2.1096282,-0.0,-0.22004932,-1.1086731,0.0,0.0,-0.32108918,-0.0,-0.2892977,-0.31317276,-0.0,-3.8994384,-0.0,-0.0,-0.3939237,-0.21839555,-0.0,-0.17521326,-0.27197492,-2.252592,-0.37874117,-0.20073523,-0.0,-0.16134101,-0.39860862,-0.0,-0.0,-1.6685556,-0.0,-0.23680817,-0.0,-0.25649324,-0.684267,-0.17031091,-0.0,-0.0,0.0,-0.21721989,0.0,-0.0,-5.6699734,-0.06723885,-0.0,-3.127859
-0.0,0.0,-0.1538328,0.0,0.0,0.0,-0.0,0.0,-0.19301444,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.17867704,0.18431193,0.0,-0.0,-0.21217777,-0.0,-0.0,-0.0,0.0,-0.0,-0.18088143,0.0,-0.0,0.0,-0.20274727,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.20720127,0.1942606,0.0,0.0,0.0,-0.17068449,0.15961444,0.0,-0.0,0.0,-0.0,0.19744296,-0.16420846,-0.16095637,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.1919392,0.19302319,-0.0,0.0,-0.0,-0.0,-0.2042243,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.17001462,-0.17745873,-0.0,-0.0,0.16010574,0.0,-0.0,-0.0,0.19003348,0.17772639,-0.17410791,-0.0,0.0,-0.17864037,-0.0,-0.18548875,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.16071543,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
-0.6264639,-0.0,-0.26750562,-0.16882901,-0.3110754,-0.0,-0.9225696,-0.205149,-1.4801288,-0.27832422,-0.0,-0.0063979416,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.36205742,0.0,-0.0,-0.0,0.0,-0.0,-0.21662803,-0.0,-1.0832051,0.0,-0.0,-0.0,-0.010103446,0.0,0.10078265,-0.26688778,-0.0,-0.0,-0.21247286,0.0,0.0,-0.85462695,-0.0,0.0,0.0,-0.0042614746,-0.0,-0.007654052,-0.15611185,-0.0,-0.0,-0.017082132,0.058203675,0.7359583,-0.15884924,0.7167445,-0.0,0.0,-0.0,-0.0,-0.17980804,-0.29796803,-0.0,-0.32255268,-0.0,-0.0,-0.19807288,0.045008864,0.0,0.0,-1.4179566,-0.1690524,-0.15368438,-0.0,-0.1903966,-0.0,-0.17600308,0.0,-0.45639333,-0.15794823,-0.99990124,-1.2665063,-0.0,-0.16637604,-1.0755199,-0.0,-0.0,0.0,-0.2716332,-0.21016458,-0.19032352,-0.0,-1.4514744,0.0,0.0,0.056577887,-0.0,-0.0,-0.0,-0.0,-1.0111943,-0.0,-0.0,-0.3401334,-0.007882253,-0.23509812,-0.22576788,-0.0,-1.0809759,-0.0,0.0,-0.0073996447,-0.0,-0.38919365,-0.0,-0.27718568,0.0,-0.24496202,-0.0,0.37750423,-0.0,-1.3434207,-0.005641123,-0.0,-2.2749512
-0.26677337,-0.29871368,-0.0,0.39783353,0.0,-0.0,0.44811004,-0.0,-0.18450107,-0.0,-0.31189728,-0.0,0.0,0.25297827,0.0,0.0,-0.22446206,-0.26871517,-0.0,0.0,0.0,0.21749882,-0.0,0.0,0.21725722,-0.0,-0.0,0.39368653,0.0,0.0,-0.0,-0.20301685,0.0,0.0,-0.5815117,-0.0,-0.20153229,0.0,0.41232955,-0.18101105,-0.0,0.0,0.0,-0.30111885,-0.1606411,-1.0235167,-0.0,0.48690048,0.40233016,0.0,0.0,-0.3619597,0.3462382,-0.0,-0.3175394,0.30475938,-0.0,-0.19038464,-0.0,-0.25376335,-0.0,-0.3362268,0.0,-0.0,0.0,-0.0,0.18674998,0.0,0.0,0.4396827,-0.0,-0.0,-0.0,-0.245195,0.0,-0.0,-0.0,-0.66627157,0.27080354,0.0,0.0,0.23397422,-0.37754294,0.0,-0.40260863,-0.0,0.0,-0.35461584,-1.2362436,0.18187018,0.0,0.0,0.26060298,0.0,0.0,0.281872,0.0,-0.0,0.31592503,-0.0,-0.0,0.4608047,-0.16979335,-0.19544534,0.23284219,0.18317553,-0.36373636,0.0,0.21037976,-0.0,0.0,0.55497843,-0.3999178,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.4034074,0.0,0.23904943,-0.0,-0.0,0.21129437
-0.22420463,-0.0,0.18634667,0.4321077,-0.29700714,-0.6686931,-0.31035385,-0.0,-0.21934076,-0.26354277,-0.32034415,0.21293338,-0.21422435,0.0,-0.33781314,-0.0,0.0,-0.0,-0.18822189,-0.790477,-0.25463942,0.1602933,-0.29043347,0.0,0.29359818,-0.0,-0.0,0.30474898,-0.0,0.2455918,-0.0,-0.0,0.0,0.34290102,-0.39441517,0.22418363,-0.0,0.54631454,0.16031267,0.0,-0.0,-0.22906055,0.25803736,0.0,0.1667351,0.0,-0.20024362,0.17077273,0.19681825,-0.15434629,0.0,-0.319974,0.21982913,0.16296358,0.2164126,0.14995833,-0.0,-0.25938025,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.29183286,0.0,-0.0,0.0,-0.0,0.30130696,0.22090267,-0.0,-0.0,-0.41632745,0.33012688,-0.0,-0.0,0.0,0.0,0.21539977,-0.527061,0.0,0.18830676,0.0,0.0,-0.0,0.22598135,0.0,0.0,-0.0,0.24644098,0.0,0.32976192,-0.2219423,-0.31074876,0.0,-0.49180087,0.0,-0.0,0.17977808,-0.0,0.3268455,-0.0,-0.29389557,0.15908943,0.2115749,-0.0,0.0,0.17381176,0.1808961,0.22344948,0.0,0.0,-0.30652907,0.17139558,0.36433136,0.2752239,-0.0,0.0,0.0,-0.0,-0.19749548,-0.0,0.0,0.0,0.24695086,-0.0,-0.0
-0.32203275,-0.0,0.3070868,0.36353663,-0.22985181,-0.15748772,0.6829758,-0.0,0.0,-0.0,-0.0,0.20146202,0.0,0.0,0.0,-0.0,-0.35794464,-0.4459039,-0.0,-0.18104607,-0.15960431,-0.2116035,0.0,0.0,0.20792288,0.0,-0.0,0.0,-0.0,0.15808848,0.31313363,-0.16774565,0.0,-0.16246271,-0.2873046,-0.0,-0.0,0.0,0.0,-0.0,-0.15713686,0.0,0.18516795,-0.42897898,-0.206092,-0.0,-0.15358795,0.65136236,0.17408513,-0.1947414,-0.0,-0.16158561,-0.0,-0.0,-0.23154962,-0.0,-0.25989428,-0.0,-0.21479945,-0.0,-0.0,-0.3112552,0.1682679,-0.0,0.22069512,0.0,0.0,0.0,-0.20722838,0.6582319,0.18295538,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.2410772,0.16244961,-0.0,0.25149402,0.0,0.0,-0.0,-0.0,0.18609408,-0.0,0.0,-0.0,-0.0,0.17800546,0.178083,0.0,0.26161775,0.1631259,-0.32448623,0.30451232,0.344601,0.0,0.4850995,0.2418081,-0.20154804,-0.0,0.21260424,-0.0,-0.0,0.0,-0.35278192,0.0,0.0,-0.3195634,0.0,-0.0,0.26307878,0.0,-0.22403331,0.0,-0.0,0.15654129,0.19790879,0.0,-0.2675795,0.0,0.32968643,-0.0,-0.2332524,-0.0
-0.25053152,0.0,0.0,0.18932183,-0.0,0.0,0.0,-0.1971631,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.19164981,-0.24516898,0.0,-0.0,0.19509599,0.0,-0.17247659,-0.21132684,-0.0,0.0,-0.15994896,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21984352,-0.17170791,-0.0,-0.0,-0.0,0.0,0.15372513,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.17583436,-0.2814485,0.19455366,0.25196588,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.19121133,0.0,-0.0,-0.20015858,0.0,0.0,0.0,0.0,-0.1752901,0.0,0.0,0.0,0.0,0.1871037,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.15068816,0.0,0.0,-0.19032395,0.18722348,-0.1639943,-0.0,0.0,0.18455312,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.15000688,-0.19178298,0.16254349,0.0,-0.0,-0.0,0.17017384,-0.0,-0.19033895,-0.20228659,-0.0,0.0,-0.0
-0.18467994,-0.0,0.0,-0.0,-0.0,0.25132185,-0.0,-0.18774562,0.19734809,-0.0,-0.0,0.0,-0.0,0.0,0.16345397,0.1970566,0.22519128,0.0,-0.0,-0.0,-0.0,-0.22975668,0.0,0.15628125,-0.0,0.0,-0.16323625,-0.0,0.0,-0.2020639,-0.0,-0.0,0.28033194,-0.0,0.0,0.19167691,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.23743999,0.16936941,-0.0,0.0,0.25320122,0.17206803,0.0,-0.0,-0.0,0.0,0.0,-0.19401908,-0.0,0.0,-0.0,-0.0,0.23677252,-0.25503683,-0.1609934,0.0,-0.2164474,-0.22463669,-0.19198027,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.27560052,-0.0,0.19089738,-0.0,-0.18591747,-0.0,-0.0,0.0,-0.0,-0.18542357,0.19233918,-0.0,-0.25520205,-0.0,0.0,-0.0,0.0,0.24659781,0.28065833,-0.0,-0.0,-0.0,0.0,0.28657305,0.0,0.27765286,-0.0,-0.0,-0.0,0.0,-0.15014274,-0.0,-0.0,0.0,-0.27840832,-0.0,-0.0,-0.0,0.0,-0.1794752,-0.0,0.23905036,-0.0,-0.0,-0.0,-0.0,0.0,-0.18901768,-0.20628951,-0.0,-0.1959401,-0.2008076,-0.0,0.0,-0.0
